credit_score,first_payment_date,mortgage_insurance_percentage,number_of_units,original_combined_loan_to_value,original_debt_to_income_ratio,original_upb,original_loan_to_value,original_interest_rate,property_type,number_of_borrowers,seller_name,servicer_name
772,202203,25,1,90,42,495000,90,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
755,202203,30,1,95,35,434000,95,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
787,202203,30,1,95,22,580000,95,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
689,202203,30,1,94,31,715000,94,3.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
804,202203,0,1,65,31,478000,65,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
751,202203,12,1,85,47,468000,85,3.125,SF,1,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
725,202203,0,1,80,23,504000,80,3.5,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
706,202203,12,1,85,20,684000,85,3.375,SF,1,Other sellers,Other servicers
783,202203,0,1,80,42,340000,80,3.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
722,202203,25,1,90,45,635000,90,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
798,202203,0,1,64,50,466000,64,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
805,202203,0,1,39,49,280000,39,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
799,202203,12,1,85,18,680000,85,2.75,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
689,202203,0,1,58,30,600000,58,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
744,202203,0,1,55,41,650000,55,2.75,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
801,202203,0,2,85,41,438000,85,2.875,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
780,202203,0,1,80,45,401000,80,3.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
727,202203,0,1,60,40,465000,60,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
808,202203,30,1,95,47,523000,95,3.125,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
791,202203,0,1,80,37,452000,80,3.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
721,202203,12,1,85,30,476000,85,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
745,202203,30,1,95,44,601000,95,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
789,202203,12,1,85,28,587000,85,2.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
751,202203,30,1,95,26,618000,95,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
801,202203,30,1,92,29,545000,92,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
791,202203,0,1,80,45,464000,80,2.875,SF,3,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
659,202203,0,1,75,30,308000,75,3.875,CO,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
718,202203,25,1,90,49,270000,90,2.99,SF,2,Other sellers,Other servicers
732,202203,30,1,95,41,447000,95,3.375,SF,2,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
742,202203,25,1,90,49,332000,90,3.25,PU,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
750,202203,0,1,52,41,295000,52,3.125,SF,2,Other sellers,Other servicers
807,202203,0,1,80,47,447000,80,3.375,SF,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
717,202203,0,1,80,44,640000,80,2.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
769,202203,12,1,85,26,451000,85,3.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
752,202203,0,1,80,24,494000,80,3.0,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
788,202203,12,1,85,43,438000,85,3.125,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
742,202203,30,1,95,21,404000,95,3.0,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
729,202203,25,1,80,30,440000,80,3.75,SF,2,Other sellers,U.S. BANK N.A.
745,202203,0,1,63,47,500000,63,2.99,SF,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC."
775,202203,12,1,85,42,217000,85,3.375,SF,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
812,202203,12,1,85,41,408000,85,2.875,SF,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
796,202203,30,1,95,42,675000,95,2.75,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
782,202203,30,1,95,36,808000,95,2.75,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
787,202203,25,1,90,28,378000,90,3.375,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
737,202203,12,1,81,37,498000,81,3.25,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
800,202203,25,1,90,48,383000,90,3.25,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
728,202203,0,1,80,49,420000,80,2.95,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
728,202203,25,1,88,45,480000,88,3.05,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
762,202203,25,1,90,18,374000,90,3.25,SF,1,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
720,202203,0,1,80,33,776000,80,3.5,CO,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
692,202203,0,1,80,43,672000,80,3.5,SF,2,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
690,202203,0,1,80,49,592000,80,3.375,SF,2,Other sellers,Other servicers
699,202204,25,1,90,30,558000,90,3.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
771,202203,30,1,95,49,599000,95,2.99,SF,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
719,202203,30,1,95,38,508000,95,3.375,SF,2,Other sellers,Other servicers
738,202203,0,1,70,50,382000,70,3.0,SF,2,Other sellers,Other servicers
715,202204,0,1,46,38,822000,46,2.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
753,202203,0,1,80,26,400000,80,3.375,SF,2,Other sellers,PHH MORTGAGE CORPORATION
671,202203,0,1,80,44,505000,80,3.5,SF,1,"ROCKET MORTGAGE, LLC",ONSLOW BAY FINANCIAL LLC
715,202203,30,1,95,34,603000,95,3.5,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
786,202203,30,1,95,35,508000,95,3.5,SF,2,Other sellers,Other servicers
740,202203,0,1,80,38,612000,80,3.278,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
798,202203,0,1,80,39,268000,80,3.404,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
722,202203,0,1,80,45,515000,80,3.5,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
786,202204,0,1,80,36,647000,80,3.25,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
714,202204,30,1,95,44,485000,95,3.125,SF,1,Other sellers,Other servicers
790,202203,0,1,74,45,350000,74,3.125,SF,1,Other sellers,Other servicers
794,202203,0,1,61,31,232000,61,3.125,CO,1,Other sellers,Other servicers
772,202203,30,1,95,38,390000,95,3.125,SF,1,Other sellers,Other servicers
791,202203,30,1,95,41,473000,95,3.125,SF,2,Other sellers,Other servicers
719,202203,30,1,95,37,392000,95,3.625,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
701,202203,0,1,80,41,512000,80,3.5,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
724,202203,0,1,80,44,509000,80,3.375,SF,1,PENNYMAC CORP.,PENNYMAC CORP.
707,202203,0,1,95,35,347000,95,3.625,SF,1,PENNYMAC CORP.,PENNYMAC CORP.
699,202203,30,1,95,38,475000,95,3.5,SF,1,PENNYMAC CORP.,PENNYMAC CORP.
750,202203,30,1,95,44,494000,95,3.375,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
723,202203,30,1,95,39,489000,95,3.625,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
750,202203,0,1,72,44,468000,72,3.375,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
812,202203,30,1,95,44,428000,95,3.375,SF,1,PENNYMAC CORP.,PENNYMAC CORP.
787,202203,30,1,95,31,532000,95,3.375,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
753,202203,0,1,79,37,647000,79,3.375,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
741,202203,16,1,95,44,312000,95,3.0,SF,1,Other sellers,Other servicers
711,202203,30,1,93,43,546000,93,3.375,SF,3,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
766,202203,0,1,69,50,610000,69,3.375,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
759,202203,25,1,90,50,563000,90,3.625,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
668,202203,25,1,90,38,171000,90,3.5,CP,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
808,202203,0,1,80,44,336000,80,3.25,CO,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
659,202203,30,1,93,47,375000,93,3.85,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
746,202203,0,1,74,36,279000,74,3.25,CP,2,Other sellers,Other servicers
780,202203,0,1,80,40,143000,80,3.25,CP,1,Other sellers,Other servicers
751,202204,0,1,80,46,776000,80,2.5,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
735,202204,0,1,80,50,564000,80,2.625,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
694,202204,0,1,65,36,600000,65,2.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
771,202203,0,1,80,34,368000,80,3.25,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
718,202203,30,1,95,40,390000,95,3.875,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
704,202203,25,1,90,43,608000,90,3.375,SF,3,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
754,202203,12,1,85,42,575000,85,3.5,SF,1,Other sellers,Other servicers
700,202203,25,1,90,42,432000,90,3.375,SF,2,Other sellers,Other servicers
781,202204,12,1,90,44,360000,90,3.25,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
702,202204,0,1,80,40,361000,80,3.5,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
799,202203,25,1,90,33,585000,90,3.25,SF,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
779,202203,12,1,85,42,830000,85,2.99,SF,1,"ROCKET MORTGAGE, LLC",ONSLOW BAY FINANCIAL LLC
759,202203,25,1,90,31,630000,90,3.75,SF,2,Other sellers,Other servicers
726,202203,30,1,95,39,428000,95,3.375,SF,2,Other sellers,Other servicers
695,202203,30,1,95,38,428000,95,3.5,SF,2,Other sellers,Other servicers
807,202203,0,1,80,31,488000,80,3.25,SF,1,"FLAGSTAR BANK, FSB",Other servicers
734,202203,25,1,90,36,347000,90,3.375,SF,1,"FLAGSTAR BANK, FSB",Other servicers
759,202203,0,1,80,36,300000,80,3.375,SF,2,"FLAGSTAR BANK, FSB",Other servicers
752,202203,0,1,67,49,322000,67,3.375,SF,1,"FLAGSTAR BANK, FSB",Other servicers
761,202203,0,1,47,41,350000,47,3.75,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
689,202203,12,1,85,50,578000,85,3.875,SF,3,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
779,202203,0,1,45,50,201000,45,2.875,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
754,202203,25,1,90,31,380000,90,2.99,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
792,202203,25,1,90,33,549000,90,2.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
816,202203,12,1,85,44,519000,85,2.99,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
802,202203,12,1,85,34,488000,85,3.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
752,202203,0,1,73,26,570000,73,2.75,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
714,202203,30,1,95,33,556000,95,3.75,SF,2,Other sellers,Other servicers
745,202203,12,1,85,39,612000,85,3.0,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
802,202203,25,1,90,17,675000,90,3.25,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
735,202204,0,1,80,23,508000,80,2.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
687,202203,0,1,80,47,592000,80,4.25,SF,2,Other sellers,Other servicers
811,202203,30,1,95,28,613000,95,3.375,SF,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
804,202203,12,1,85,47,502000,85,3.25,SF,1,"ROCKET MORTGAGE, LLC",ONSLOW BAY FINANCIAL LLC
661,202203,30,1,95,42,447000,95,3.625,SF,2,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
814,202203,0,1,46,45,350000,46,2.99,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
793,202203,25,1,90,42,554000,90,2.75,SF,1,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
728,202203,30,1,95,39,922000,95,2.99,SF,2,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
767,202203,0,1,80,45,616000,80,3.1,SF,3,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
745,202203,0,1,80,43,504000,80,3.15,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
812,202203,30,1,94,39,560000,94,3.25,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
807,202203,0,1,80,44,503000,80,3.25,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
681,202203,0,1,60,38,426000,60,2.75,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
741,202203,0,1,80,29,102000,80,3.25,CP,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
765,202203,0,1,80,14,295000,80,2.99,CP,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
727,202203,0,1,80,39,368000,80,3.75,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
779,202204,0,1,80,19,712000,80,2.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
790,202204,0,1,71,33,700000,71,2.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
782,202204,0,1,80,28,232000,80,3.25,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
734,202204,0,1,73,25,520000,73,2.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
780,202204,0,1,80,36,558000,80,3.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
768,202204,0,1,80,38,482000,80,3.708,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
723,202203,0,1,80,28,719000,80,3.25,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
736,202203,0,1,95,36,442000,95,3.5,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
682,202203,0,1,80,44,404000,80,3.5,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
741,202203,30,1,95,48,627000,95,3.25,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
788,202203,30,1,95,47,371000,95,3.375,SF,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
687,202203,0,1,80,36,559000,80,3.5,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
722,202203,0,1,80,39,576000,80,3.25,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
791,202203,30,1,95,38,527000,95,3.375,SF,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
782,202203,30,1,95,43,576000,95,3.25,SF,2,Other sellers,Other servicers
724,202203,30,1,95,36,537000,95,3.375,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
770,202203,0,1,82,39,492000,82,3.625,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
779,202203,0,1,80,35,304000,80,3.75,CO,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
770,202203,0,1,80,35,344000,80,3.5,CO,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
804,202203,25,1,90,26,419000,90,3.375,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
710,202203,35,1,97,44,446000,97,3.625,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
775,202203,0,1,75,29,360000,75,2.875,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
797,202203,30,1,95,36,361000,95,3.375,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
745,202204,0,1,80,37,511000,80,2.99,SF,1,Other sellers,Other servicers
757,202204,0,1,80,49,748000,80,2.75,CO,3,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
723,202204,0,1,80,50,380000,80,2.875,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
701,202203,30,1,95,45,428000,95,3.0,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
700,202204,16,1,95,43,357000,95,2.99,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
694,202204,0,1,80,44,404000,80,3.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
753,202204,25,1,89,50,467000,89,3.25,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
712,202204,30,1,92,43,433000,92,3.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
761,202203,25,1,90,32,585000,90,3.125,SF,2,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
753,202204,12,1,85,28,544000,85,3.375,SF,2,Other sellers,Other servicers
697,202204,25,1,90,39,162000,90,3.294,CO,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
800,202204,12,1,85,35,499000,85,3.625,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
770,202204,0,1,80,43,536000,80,3.75,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
702,202203,0,1,80,49,424000,80,3.5,SF,3,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC."
759,202203,12,2,85,40,638000,85,3.375,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
723,202204,25,1,90,38,647000,90,3.25,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
614,202204,0,1,76,45,548000,76,3.125,SF,3,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
790,202204,0,1,80,37,400000,80,2.99,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
794,202203,0,1,80,48,480000,80,2.95,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
792,202204,0,1,80,16,500000,80,2.99,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
768,202204,25,1,90,44,517000,90,3.125,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
787,202204,25,1,90,35,500000,90,2.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
703,202203,30,1,95,42,328000,95,3.5,SF,1,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
714,202203,30,1,95,28,328000,95,3.75,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
762,202203,30,1,95,35,449000,95,3.75,SF,3,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
795,202203,25,1,90,30,383000,90,3.125,SF,2,Other sellers,Other servicers
681,202203,25,1,90,43,431000,90,3.25,SF,2,Other sellers,Other servicers
708,202203,12,1,85,35,472000,85,3.5,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
693,202204,0,1,80,37,154000,80,3.99,CP,1,Other sellers,Other servicers
802,202204,30,1,95,42,328000,95,3.625,SF,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
682,202203,35,1,97,42,400000,97,3.5,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
679,202203,0,1,80,44,520000,80,3.25,SF,2,"LOANDEPOT.COM, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
687,202204,30,1,95,33,532000,95,2.99,SF,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
750,202204,0,1,80,40,440000,80,3.875,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
776,202204,0,1,80,42,444000,80,3.375,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
755,202204,0,1,80,29,528000,80,3.375,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
751,202204,0,1,72,40,270000,72,3.375,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
769,202204,0,1,80,38,312000,80,3.375,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
690,202203,0,1,75,46,934000,75,3.5,SF,3,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
766,202204,0,1,80,37,556000,80,3.375,CO,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
760,202204,30,1,95,36,432000,95,3.05,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
764,202203,0,1,80,45,440000,80,2.875,SF,1,Other sellers,Other servicers
794,202204,30,1,95,43,404000,95,3.25,SF,1,Other sellers,Other servicers
672,202203,25,1,90,43,421000,90,3.625,PU,2,Other sellers,Other servicers
771,202203,0,1,80,43,280000,80,3.375,PU,1,Other sellers,Other servicers
764,202204,35,1,97,41,548000,97,3.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
727,202204,25,1,88,47,425000,88,2.99,SF,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
682,202204,0,1,77,44,420000,77,3.75,SF,3,"ROCKET MORTGAGE, LLC",ONSLOW BAY FINANCIAL LLC
780,202204,25,1,90,49,554000,90,3.19,SF,2,"ROCKET MORTGAGE, LLC",ONSLOW BAY FINANCIAL LLC
807,202204,25,1,90,42,450000,90,3.375,SF,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC."
756,202203,0,1,64,50,225000,64,3.375,SF,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
668,202203,25,1,95,41,304000,95,3.875,SF,2,"FLAGSTAR BANK, FSB",Other servicers
735,202204,0,1,63,49,302000,63,3.5,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
753,202203,30,1,93,42,623000,93,3.625,SF,2,"FLAGSTAR BANK, FSB",Other servicers
771,202204,0,1,80,34,536000,80,2.875,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
734,202204,0,1,80,39,504000,80,3.5,SF,1,"FLAGSTAR BANK, FSB",Other servicers
769,202203,0,1,80,45,572000,80,3.5,SF,1,"FLAGSTAR BANK, FSB",Other servicers
731,202204,0,1,80,31,532000,80,3.75,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
737,202203,0,1,76,43,380000,76,3.125,SF,1,Other sellers,Other servicers
